publishedAt,authorDisplayName,textDisplay,polarity_score,polarity
2023-09-26T01:21:22Z,@faidlunniam2505,enak kamu tidak jualan barang yang seperti di tiktok yang jualan offline kena dampak penjualan sepi harga kalah jauh mau julan di tiktok juga tidak bisa langsung kayak jualan si shopee,-22,negative
2023-09-26T00:20:43Z,@andahmu3910,sulit,0,neutral
2023-09-26T00:20:35Z,@inezsrimiryami6867,melarang tiktokshop bukan solusi didunia digital sekarang ini harusnya penjual conventional mengikuti perkembangan yang terjadi dengan adanya tiktokshop banyak penjual hasil bumi di daerah yang tertolong,1,positive
2023-09-26T00:41:16Z,@MrCreative-fn6lm,pasti sudah dihitung pemerintah kebanyakan ruginya dari pada untungnya untuk rakyat,2,positive
2023-09-26T01:14:10Z,@dwiferlita3475,tapi yang laris di tiktok juga produk dari import ya,1,positive
2023-09-26T01:15:59Z,@kaka4556,yang dilarang tiktokshop nya kan emang perijinan masuk tiktok bukan ke online shop mirip shopee sama toped,-10,negative
2023-09-26T01:17:07Z,@moza2003,masalahnya bukan online nya tapi produk luar yang sama identik dengan produk lokal dengan harga lebih murah bisa masuk itu yang terlalu masif jadi produk lokal hancur masa iya sepatu daru luar bisa harga ribu produsen umkm tidak mampu ngejar harga segitu sementara di tiongkok produksinya sudah pakai mesin canggih kalau di produksi di lokal aja susah ngitunh cost produksinya,0,neutral
2023-09-26T01:24:41Z,@BloraKota-xe8cn,jangan salah yang dijual di tiktok itu banyakan import barang lokal ditiru china ygan harganya lebih murah gimana tidak kelimpungan dalam negeri,-10,negative
2023-09-26T00:20:34Z,@machkenziealvaro2884,alasannya tidak masuk akal pengusaha kalah sama tiktok kok di ikutin di bina dong biar tidak bangkrut tuh tanah abang ajarin semua penjual tanah abang untuk jual di tiktok bina dengan biaya negara karena banyak toh penjual tanah abang justru raning dengan kondisi sekarang kena mereka kreatif,-19,negative
2023-09-26T00:45:01Z,@pavoriachannel9578,kamu tidak tau btw saya sudah jualan online thn tiktok itu banjirin barang dari chinese ke indo intinya dimonopoli produsen lokal kalau begini terus bisa gulung tikar,-15,negative
2023-09-26T00:19:15Z,@zikzakbrothers,ternyata penjajah rakyat indonesia bukan hanya belanda ataupun jepang kapan kita benar merdeka,-4,negative
2023-09-26T09:20:03Z,@saya8098,goblok emangnya indonesia pernah dijajah belajar dulu waktu itu indonesia belom berdiri masih pecah banyak kerajaan nusantara,-3,negative
2023-09-26T00:19:04Z,@DellDW5821e,yang bener ganti presiden masa beli barang murah tidak boleh jadi harus beli barang mahal gitu dungu,0,neutral
2023-09-26T00:18:37Z,@GARUDA7070,benar kata orang tua dulu bekata jaman makin maju tidak menjamin hidup enak ini contohnya apa lagi pemimpinnya goblok pake izajah palsu ya makin parah cuma modal pencitraan saja,-18,negative
2023-09-26T00:18:09Z,@annisalingga8150,saya setuju,1,positive
2023-09-26T00:16:52Z,@machkenziealvaro2884,berinovasi bukan memberangus bersaing dong hayu buat kayak shopee tiktok bukan memberangus lawan,-7,negative
2023-09-26T00:16:19Z,@ganefilestarinoviantina5558,ya saya setuju akan pemikiran terubus semoga perdagangan kita tetap inofatif dan lebih baik tetap semangat pedagang in sya allah akan membaik kembali amiin,22,positive
2023-09-26T00:15:51Z,@rahimmulyadi5752,dan pemerintah juga harus memikirkan dengan kami yang di pedalaman ini kalo mau beli barang yang di butuhkan adanya di onshop kalo beli langsung di sini harganya bisa x lebih mahal,-4,negative
2023-09-26T00:54:11Z,@abetkeren2554,masalahnya mungkin karena tiktok itu yang laku lebih banyak barang cina yang tanpa pajak sementara negara butuh pemasukan untuk pembiayaan subsidi,-24,negative
2023-09-26T00:14:26Z,@user-sm9hg2mh1x,yang tidak merugikan masyarakat di tanggapi bagaimana dengan pinjol legal mau pun ilegal yang selalu makan korban nasabah nya,-12,negative
2023-09-26T01:25:32Z,@BloraKota-xe8cn,imbasnya banyak lihat sekarang mall pasar sepi banyakan di online,3,positive
2023-09-26T01:44:25Z,@yudiruswandi1772,pinjol juga dah banyak yang di larang harusnya yang pinjam itu mikir bisa bayar apa enggak baru pinjam jangan pas pinjam diam waktu tidak bisa bayar nyalahin orang,-22,negative
2023-09-26T01:56:16Z,@tonidonat4603,ojk lahan basah bos mereka pura pura saja memerangi pinjol ilegal karena perusahan pinjol legal punya biji perusahaan ilegal apakah ojk tak tahu mustahil kali tidak tau dan disaat uang berbicara maka ilegal pun jadi legal ini bisnis,-1,negative
2023-09-26T02:44:37Z,@uchihaimron3153,kalau pinjol mah kan kontrol nya ada di pengguna,4,positive
2023-09-26T05:38:07Z,@rosianitaarma432,ya kamu nanya saja kalau minjam ya jangan minjam udah tau pinjol tidak aman,-9,negative
2023-09-26T00:12:42Z,@sadarmidanira7565,kalau orang asing dari luar negeri boleh saja sementara rakyat indonesia sendiri dilarang,-15,negative
2023-09-26T02:46:24Z,@gobankferoza6136,oh tidak gitu case tiktok shop itu langsung dari produsen luar negeri terutama dri china ke pembeli tanpa melalui regulasi pajak dan bea cukai pemerintah loss income dri e commerce model ini br sektor umkm indonesia jg tidak bisa bersaing karena mereka sangat murah dan menghancurkan harga di indonesia br secara algoritma sistem diutamakan produsen china yg di fyp in jadi produsen lokal indonesia gk bakalan ngangkat,-4,negative
2023-09-26T07:28:10Z,@anggatshu10,jaman sekarang duit berbicara cuk,-5,negative
2023-09-26T10:01:39Z,@penggunavip,lah jangan ngebangkrutin negara dong bos itu sosmed mau jadi ecommerce mana harga monopoli pasar sama negara pajak nya ga ada lagi parah itu,4,positive
2023-09-26T00:12:28Z,@CahyoUtamaOfficial,wadow susah susah sudah kulakan untuk djual lewat tiktok ini dilarang,-4,negative
2023-09-26T00:19:28Z,@CahyoUtamaOfficial,kalau sekarang sih masih bisa memang tidak tau juga ke depannya bagaimana affiliate sebenarnya juga lumayan lho hasilnya,-1,negative
2023-09-26T00:11:25Z,@rahimmulyadi5752,lazada shoppe dll gmn,0,neutral
2023-09-26T00:18:48Z,@new_channel23,itu kan emang toko online tiktok bukan bro,-5,negative
2023-09-26T00:40:18Z,@muhamatsukri8724,lazada dan shopee sama aja karena lebih mahal makanya orng larinya ke tiktok biasanya klo tik tok sudah laris manis di mahal kan juga harga ongkir,15,positive
2023-09-26T00:10:59Z,@hahaha-sq1ih,waduhh,0,neutral
2023-09-26T00:10:43Z,@belagio1761,benar kasihan yang jualan dipasar jadi sepi,0,neutral
2023-09-26T02:54:45Z,@dawidgorin,hahaha tahun ke depan pasar sepi itu pasti dan wajar itulah perkembangan zaman yang tidak bisa dihindari,-7,negative
2023-09-26T00:10:39Z,@MrAbyGobii,tiktokshop di larang ya ke shopee shop lah,1,positive
2023-09-26T00:39:22Z,@Cantikdanmanis17,itulahkenapa cuma tiktok saya sih tidak punya akun tiktok,-8,negative
2023-11-08T11:53:00Z,@renz69_37,setuju tiktokshop tutup permanen karena kasihan pedagang lain,2,positive
2023-10-18T13:22:07Z,@herminengseh6884,,0,neutral
2023-10-16T16:30:33Z,@JongHyunSM,nanggung banget sekalian sosmednya ditutup,1,positive
2023-10-13T18:31:48Z,@romahkartini3368,kalau bisa semuanya ditutup online online ini seperti lazada shopee dan lain lain,-13,negative
2023-10-11T22:47:45Z,@idabagusmadeswarbawa6286,menurut saya slot harus ditutup,-4,negative
2023-10-11T06:51:53Z,@user-jj9hh2lz2v,tiktok di tutup tapi shopee tidak pada hal shopee yang perlu di tutup juga,-15,negative
2023-10-10T05:51:02Z,@smoot_heart4385,di china dan hongkong tiktokshop duluan ditutupnya eh indonesia ikut ikutan nutupnya tetapi waktu di china dan hongkong lockdown pasca pandemi indonesia kok kagak ya malah psbb tidak konsisten neh,-6,negative
2023-10-09T18:40:34Z,@krisnayarsaputra1574,kebijakan kok nanggung malah kliatan guoblognya sekalian aja bikin aturan hp jadi barang terlarang,5,positive
2023-10-08T22:37:23Z,@aries5118,aku jauh lebih setuju apk tiktok di hapus permanen di indonesia,3,positive
2023-10-08T17:31:46Z,@nurdiansyah6391,indonesia ada arahan dari usa,-2,negative
2023-10-08T10:18:36Z,@robyrizky7594,haduhhh padahal murah di tiktok,3,positive
2023-10-08T06:30:06Z,@KnekDongo916,halah mau tiktokshop dihapus mah tidak ngaruh umkm tetap bangkrut juga karena masih banyak aplikasi belanja online yang bisa dipake,-14,negative
2023-10-08T02:31:42Z,@asepdodi9719,tidak akan terlalu membantu pedagang offline,-4,negative
2023-10-07T18:49:59Z,@whofiezz,percaya kata saya prabowo menang pilpres tahun depan,2,positive
2023-10-07T11:20:43Z,@herminahermin7455,bagus,2,positive
2023-10-07T08:35:09Z,@user-bm8ng3hd2b,selalu ada jalan baru yang primitif biarkan,3,positive
2023-10-07T06:42:26Z,@agussupriyanto3109,jangan salah kan tiktok nya tapi stop jangan impor dari luar produknya,-10,negative
2023-10-07T00:50:43Z,@anamserviselektronik6824,la ada shopee,4,positive
2023-10-06T15:36:16Z,@wulidawafa5446,tiktok tutup aja,-1,negative
2023-10-06T14:50:15Z,@daydoll3257,padahal tiktok shopsangat berguna kita bisa beli barang tanpa harus ke toko seperti kami yang di pedesaan sangat terbantu dengan adanya tiktokshop,-1,negative
2023-10-06T17:45:55Z,@jaacksssssss,banyak online shop selain tiktok,3,positive
2023-10-06T21:05:10Z,@Pemilu2024WajibDamai,banyak toko online lain sanusi bin ucup,-1,negative
2023-10-06T13:32:53Z,@qibalxxv,saya sebagai konsumen lebih milih beli online karena harga lebih murah tidak perlu capek ke tokonya langsung tidak perlu berhadapan dengan parkir liar gila aja tiap singgah dari toko ke toko yang lain harus bayar parkir waktu juga tidak banyak terbuang satu di tutup masih banyak yang lain beli produk bisa ke websitenya langsung malah sering diskon jaman udah beda bos tidak bisa dibendung,-14,negative
2023-10-09T11:11:01Z,@StokffKimax,bener baget apalagi pas cari barang yang kita mau tidak ketemu sampe cape nyarinya panas an belum habis bensin kalau online kan tinggal ketik saja udah muncul tinggal pilih aja kita nya,0,neutral
2023-10-09T12:22:31Z,@qibalxxv,iya paling yang komen suruh tutup tiktok itu yang punya toko kalau di pikir modal mereka lebih besar punya lapak kan tinggal bikin akun tiktok aja,-1,negative
2023-10-06T08:00:23Z,@rb_gaming2445,baru di phk baru nyoba jadi affiliator malah di tutup sedih amat ya allah,7,positive
2023-10-06T21:02:02Z,@Pemilu2024WajibDamai,ya cari kerja lagi lah,0,neutral
2023-10-09T12:49:21Z,@rb_gaming2445,tidak gampang bro di jaman sekarang ini lihatlah yang lulusan tinggi aaja pada nganggur apalagi yang kaya saya ini cuman lulusan sederajat,-17,negative
2023-10-09T12:50:18Z,@rb_gaming2445,justru adanya tiktokshop ada peluang buat saya nyari rezeki cuman ya sudahlah semoga ada hikmahnya,8,positive
2023-10-06T07:08:06Z,@SaifulHidayat-kf6jm,aturan semua di tutup online pedagang apapun seluruh indonesia pada ambruk akibat online banyak barang impor yang harga nya tidak masuk akal,-19,negative
2023-10-06T04:41:08Z,@adiyasa763,semoga pasar dan toko lokal kembali rame saya bukan yang punya toko,-6,negative
2023-10-06T04:17:58Z,@wadenakustik,hidup shopee,2,positive
2023-10-06T03:56:58Z,@user-zm8vf5gj9o,mereka sudah kaya dah sudah punya modal semenjak adanya tiktokshop sekarang giliran pedagang umkm yang harus bangkit,5,positive
2023-10-06T01:51:09Z,@viviewosaputry1389,meskipun tiktokshop di tutup tapi kan masih ada shopee sama lazada,3,positive
2023-10-05T20:29:39Z,@defa113,alhamdulillah kerja bagus buat pemerintah yang jual banyak flexing memamerkan orderan penghasilan udah mendingan balik lagi ke mode awal joged joged pargoy,2,positive
2023-10-08T06:39:19Z,@KnekDongo916,tidak ngaruh masih banyak aplikasi belanja online yang bisa dipake,-9,negative
2023-10-05T18:05:08Z,@satu.tujuan,aneh tapi bingung kenapa yang lain tidak di tutup juga lapangan kerjaan susah biar tambah miskin lagi masyarakat,-14,negative
2023-10-06T21:03:45Z,@Pemilu2024WajibDamai,buka tambal ban bang kamu hidup itu udah ada jalan rizki masing,11,positive
2023-10-05T17:20:12Z,@agungismail3265,jangan di regulasi dong banned aja tiktok ny di indo,-5,negative
2023-10-05T16:29:46Z,@hobbyib3730,point itu produk impor murah karena daya produksiny barang banyak sedangkan produk lokal daya produksinya barang tidak banyak jadi produk impor berani kasih harga di bawah standart sampai paling murah akibatnya produk lokal kalah yang perlu di garis bawahi tiktok itu milik negara yang daya produksi barang tinggi china maka bisa saja mereka menaikan trend barang produk dari negara mereka soalnya mereka bisa ngatur alogaritma tiktok maka perlu di regualasi sosial media tiktok dan ecommerce shop harus di pisah,3,positive
2023-10-05T15:55:06Z,@MerahPutihMart,alhamdulillah,5,positive
2023-10-05T15:03:12Z,@handykasph_1176,wkwkwk rejeki orang beda beda haha ngakak yang ngaduin produku juga lumayan menurun tapi masih berjuang tuh tanpa tiktokshop dan alhamdulillah rejeki bercukupan pun masih ada dan saya syukuri kiw kiw,4,positive
2023-10-05T14:59:21Z,@aldiikmal8913,wajar bila sebagian seller kecewa tetapi kita harus menilik bahwa tt ini peruntukannya bukan untuk marketplace pada awalnya artinya tidak sesuai regulasi bahkan harga produk yang ditawarkan jauh lebih murah dibanding dimarketplace terkesan memonopoli kalau mau kecewa tepatnya arahkan ke tt mengapa tak membuat platform khusus marketplace dari awal br langkah ini ga akan berdampak banyak pada pdagang offline krna mindset masyarakat kita tetap blanja di olshop pedagang offlinepun harus tetap berinovasi dengan memanfaatkan perkembangan zaman di era digital,-2,negative
2023-10-05T14:59:08Z,@mananta5866,tidak masalah tiktokshop di hapus yang penting jangan lazada atau shopee karena sangat membantu terutama barang yang sulit di cari di toko biasa tetapi mudah ditemukan di aplikasi olshop,-15,negative
2023-10-05T14:00:15Z,@fauzans44,alhamdulillah biar saling sapa di toko pasar ada lagi,7,positive
2023-10-05T12:50:31Z,@pejuangkoin630,allhamdulilah tiktokshop di tutup semoga tiktok nya juga di tutup,-4,negative
2023-10-05T12:35:39Z,@hamdanise1698,tutup juga indomaret alfamart biar warung di sekitar bisa optimal,-1,negative
2023-10-06T21:06:09Z,@Pemilu2024WajibDamai,ngimpi kamu sanusi,0,neutral
2023-10-05T11:19:35Z,@pradanaanggi514,kembali lagi ke zaman batu v,-1,negative
2023-10-05T10:41:43Z,@bagasjulistiwa6673,jembot,0,neutral
2023-10-05T10:00:59Z,@masturanasution6710,alhamdulillah semoga apl olshop yang lain juga di perhatikan dan ditindak untuk yang terbaik,-4,negative
2023-10-05T09:31:18Z,@wahyudi1818,jangan pilih kasih semua yang online tutup smua,-13,negative
2023-10-06T17:51:44Z,@jaacksssssss,,0,neutral
2023-10-05T09:29:01Z,@apratama4556,shope live face book dan aplikasi lain juga bisa jual murah inti nya sih karena nggak nyetor pajak aja,-5,negative
2023-10-05T09:23:44Z,@bernattv1432,alhamdulillah makin banyak yang nganggur,2,positive
2023-10-05T08:30:18Z,@user-le8rj7yq6d,kalau aku si mending aplikasi tiktok di indonesia harus di banned biar indonesia aman karna tiktok banyak yang tidak jelas,-11,negative
2023-10-08T06:33:37Z,@KnekDongo916,ketahuan ini yang komen fypnya konten vulgar,-13,negative
2023-10-05T07:59:39Z,@dwiverdinadiahratnawati9147,gapapa yang penting ada shopee,2,positive
2023-10-05T07:39:42Z,@Fandi911,alhamdulilah semoga semua orang umkm senang,5,positive
2023-10-05T07:10:23Z,@wandi97854,tiktok shop di tutup sekalian dong judi online ditutup,-2,negative
2023-10-06T21:05:55Z,@Pemilu2024WajibDamai,oh tidak bisa,-5,negative
2023-10-05T07:01:53Z,@nickymakapuas3451,kalau tidak mau ikuti perkembangan zaman sekalian deh hilangkan pemakaian uang kembali lagi pakai sistim barter,-2,negative
2023-10-05T06:53:54Z,@mbahtiselur5875,setuju banget,5,positive
2023-10-05T06:47:51Z,@gunturekodarmawan3844,gila tanah abang segitu gede nya banyak yang tutup dong,-2,negative
2023-10-05T06:34:17Z,@achmadnaufal2472,tiktok tutup pinjol dan judi online masih belum tutup,-4,negative
2023-10-06T21:10:15Z,@Pemilu2024WajibDamai,itu harus ada biar orang kayak kamu pinjol juga,-5,negative
2023-10-06T21:30:29Z,@achmadnaufal2472,oh begitu,0,neutral
2023-10-06T21:30:58Z,@achmadnaufal2472,semoga selamat dari perpinjolan,2,positive
2023-10-05T06:00:22Z,@tianstirta5592,percuma saja tiktokshop ditutup kami juga pindah ya keranjang oren,6,positive
2023-10-05T05:43:20Z,@seribusatumalam7596,jujur dengan adanya tiktok kami yang tidak sehat seperti umumnya banyak terbantu ekonomi dari tiktok tapi tiktok ditutup kita harus ikhtiar kembali melalui media online lainnya karena belum tentu bisa bekerja dengan umunya pedagang offline atau peketja,-8,negative
2023-10-05T05:34:31Z,@user-sp9vy1zp4b,pantesan saya tidak bsa blnja ditiktok lagi sedih bgt,-18,negative
2023-10-05T05:01:58Z,@sertugou5416,ini seperti kejadian gojek dan ojek pangkalan dahulu kala kemajuan teknologi akan banyak berdampak ke kehidupan sehari hari dan akan mengubah pola hidup semoga semua hidup rukun dan siap berinovasi,12,positive
2023-10-05T12:24:12Z,@leahaninasyaroyanimani8984,masalahnya yang jual itu produsen jadi bikin rugi ke distributor sedangkan distributor mana bisa harganya bersaing sama produsen itu aja udah ngelanggar etika dalam berbisnis yang biasanya to ikut ikutan to ya mati harganya,-1,negative
2023-10-06T02:35:35Z,@ydchanel155,masalahnya bukan di situ bang hanyak barang atau kosmetik yang di jiplak china dan di jual lebih murah di tiktok sendiri,-9,negative
2023-10-05T04:53:46Z,@incessayu4837,itu lebih baik agar persaingan perdagangan lebih merata dan adil itu juga membuat konsumen mencari barang datang langsung ke toko lagian kasihan saudara kita yang terkena dampak tiktokshop tersebut hingga kehilangan omset sekian persen mantap,-4,negative
2023-10-05T04:42:56Z,@sofiarzani4903,sekalian dong pinjol sama slot nanggung amat cuma tiktokshop,4,positive
2023-10-05T03:53:47Z,@TraderButterfly,yang tidak boleh itu harus nya artis publik pigur boleh pun harusnya kena kan pajak yang besar dari laba bersih kalo penjual kecil free ada penjualan laba bersih dibawah jt per hari biar kan free pajak kalu up jt sd jt kenakan pajak kalo up jt sd jt kenakan pajak kalo up jt sd jt kenakan pajak kalo jt sd jt kenakan pajak kalo jt sd milyar milayar kenakan pajak br br teknisnya gimana br aku kasih gambaran jadi platform harus menyediakan harga modal dan harga jual disitu bisa ketemu berapa keuntungan laba bersih dikalkulasikan per jam dan dana modal laba keuntungan bisa ditarik setelah dipotong pajak oleh platform yang secara instant masuk ke kas negara yang bisa dilihat secara transparat bisa digunakan untuk penangan sampah seluruh indonesia bantu up ya penjual kecil terangkat ekonomi keluarganya kampungnya penjual besar mengangkat ekonomi negara sini ngopi sama aku wahai pembuat kebijakan kebijakan,10,positive
2023-10-05T03:21:24Z,@user-nx5pr8sc6d,hancur nya ekonomi sudah di prediksi tahun lalu oleh pak soeharto akibat beli produk import yang murah produk dalam negeri kolep umkm hancur ekonomi sulit tindak kriminal dimana mana bersyukur semoga ini langkah awal menuju kebangkitan ekonomi kita,30,positive
2023-10-05T03:20:07Z,@rafbt7403,selangkah mundur jadinya buat abang ojek pangkalan hayo ikut demo biar kalian aja yang jadi tukang ojek,-5,negative
2023-10-05T02:43:44Z,@user-kd8ju4fq1y,entahlah baru ka naiak awak alah baulah pula umkm sebenarnya tidak ada sangkut paut belanja online dengan umkm karna online itu yang beli bukan di tanah abang aja atau pasar pasar besar indonesia saya loh orang plosok ujung kulon kayak mana mau ke tanah beli nya ya harus di tiktokshop lah untuk usaha saya untuk kebutuhan sehari hari juga di tik tok shop umkm tolong batu juga orang plosok seperti saya ini jangan orang tanah abg aja yg dikasihani penghasilan jt perhari jadi jt katanaya itukan bukan sedikit saya aja cuma rb untung sehari udah bersyukur br usaha saya sekarang bergantung kepada tik tok shop bukan saya saja mungkin orang plosok lain nya juga begitu jadi untuk umkm berlaku lah seadil adilnya,-18,negative
2023-10-05T02:27:21Z,@ckytc8120,t shop akan segera hadir tiktok shop,5,positive
2023-10-06T21:14:35Z,@Pemilu2024WajibDamai,tenang aja pasti buka kok ketika lo buat akun hrs ada npwp dan wajib bayar pajak kayak sopi toped oke sanusi dan pendapatan akan dikenai pajak aplikasi yg besar,11,positive
2023-10-05T02:22:04Z,@susantiamelia6742,sedih sih karena di tiktok kan bisa liat lewat live nya terus harganya juga murah sangat membantu bagi kami yang jauh dari kota,-2,negative
2023-10-06T04:40:07Z,@adiyasa763,masih ada shopee live,7,positive
2023-10-06T21:03:08Z,@Pemilu2024WajibDamai,tokopedia live juga,3,positive
2023-10-05T02:16:12Z,@irwankurniawan886,kenapa tidak aplikasi nya aja yang di hapus sekalian tiktok merusak generasi muda sampe yang udah bangkotan,-26,negative
2023-10-05T01:56:43Z,@apaaja3273,bagus,2,positive
2023-10-05T01:31:10Z,@fawsyygaming1052,padahal mau beli lampu biled,11,positive
2023-10-05T00:49:45Z,@sitiridwan7310,terimakasih tiktok ditutup umkm di semua daerah sudah mati suri semoga allah membalas niat baik pemerintah,20,positive
2023-10-07T11:28:49Z,@herminahermin7455,amin,3,positive
2023-10-05T00:03:58Z,@bocil838,sata tetap beli secara online persetan dengan umkm yang harga nya mahal,4,positive
2023-10-04T23:49:08Z,@omwelgaming847,mantap mereka memang serakah walau sudah dpet banyak tanpa memikirkan orang tua berdagang laku baju di pasar untuk sehari makan okelah anak muda masih bisa bersaing nah pedagang tua bagaimana jadi lebih baik ditutup,7,positive
2023-10-04T23:34:01Z,@suarajamannow9065,padahal murah murah beli di tiktokshop,8,positive
2023-10-04T22:38:19Z,@al-farizqiechannel1311,ujung nya pajak chuan chuan,-6,negative
2023-10-04T22:27:25Z,@user-np6mm3jj6l,uuuuuurrrrrrraaaaaaa,0,neutral
2023-10-04T21:47:21Z,@muksinjamaludin,pantesan pas mau belanja di tiktokshop tidak ada padahal murah harganya,10,positive
2023-10-05T08:07:48Z,@munali7179,baru saja kemarin henset bloutout dengan harga live promo cuman ribu eh sekarang tutup,4,positive
2023-10-04T20:54:32Z,@jogowibowo1688,ayo pasar tradisional dan mall mari kita bangkit bersama,8,positive
2023-10-05T00:21:51Z,@bocil838,bakal bangkit kalau harga nya masih mahal dan tidak masuk akal,-3,negative
2023-10-06T12:58:04Z,@PrastHand,kalahin dulu minimarket terkenal yang ada di pinggir jalan seluruh indonesia dulu baru bisa bangkit,2,positive
2023-10-08T06:35:17Z,@KnekDongo916,tidak ngaruh masih banyak aplikasi belanja online yang berguna,-4,negative
2023-10-04T20:07:42Z,@athalla718,kenapa hanya tiktokshop aja bung bagaimana dengan lazada shope bli bli dan kawan kalau ingin memikirkan rakyat ya tutup aja semua olshop sekalian biar orang pada belanja ke pasar tradisional percuma tiktokshop di tutup kalau olshop lain masih di perbolehkan tidak ngaruh,-19,negative
2023-10-04T19:48:12Z,@aldihasbullah4078,yang komen negatif itu cuma orang yang tidak bisa memanfaatkan tiktok sebagai lahan bisnis banyak umkm affiliator mati bahkan jumlah nya lebih banyak dari umkm tanah abang,-12,negative
2023-10-06T21:13:09Z,@Pemilu2024WajibDamai,omong trus makanya dagang secara nyata,0,neutral
2023-10-08T06:41:37Z,@KnekDongo916,ya sepi umkm tetap sepi karena ada aplikasi belanja online yang bisa dipakai,-5,negative
2023-10-04T19:10:21Z,@trijokoyahyono235,tiktok harus di tutup sekalian,-7,negative
2023-10-04T18:42:12Z,@JavanicaFlava-ww6uh,semua serba ewuh pakewuh tapi namanya rejeki ada sendiri indomaret ke toko kelontong gojek ke ojek pengkolan olshop ke pedagang pasar tiktok tutup ya berdampak ke kurir paket,8,positive
2023-10-04T18:03:52Z,@kartikaputri6018,aplikasi tiktok hapus aja pak sekalian,-6,negative
2023-10-04T18:00:37Z,@zaynbfofficial2234,ah mending kamu balik aja pulang kampung nyusahin orang banyak gara gara kamu dagang sepi sirik kamu minta tiktokshop di tutup,-13,negative
2023-10-04T17:19:51Z,@suharsono4394,sebenarnya sangat membantu kami yang jauh dari kota semoga ada penggantinya,2,positive
2023-10-06T17:48:09Z,@jaacksssssss,banyak ada shopee lazada bli bli bukalapak,7,positive
2023-10-04T16:52:39Z,@ferdiyanhardinata5587,tidak ngaruh,-5,negative
2023-10-04T16:45:01Z,@taufikfendy6831,mending kamu benerin tuh jukir liar di tanah abang bejibun bos masuk lewat portal pake motor udah bayar tiket resmi parkir pas mau masuk parkiran di tagih lagi k yakali udah bayar resmi di tagih lagi nyoba parkir di luar pasar intinya di luar portal masuk tadi di tagih juga k kwkwwk gimana mau rame tu pasar pungli ae bejibun bikin orang males ke situ,-1,negative
2023-10-04T16:44:00Z,@riskylink,jangan cuma tiktokshop yang ditututup shopee lazada tokped banyak barang ampas yang tidak sesuai bahkan selama saya belanja di tiktok barang sama ongkirnya masih wajar ongkir dibawah ribu sedangkan shopee malah ongkirnya diatas ribu plus barang tidak sesuai,-13,negative
2023-10-04T22:28:11Z,@PakDonaldTrump,karena ada regulasi dan pajak klau tiktokshop tidak ada regulasi dan pajak nya karena mereka daftar sosial media bukan ecommerce,-7,negative
2023-10-06T21:07:34Z,@Pemilu2024WajibDamai,ketahuan kamu tidak pernah bayar pajak sanusi,-12,negative
2023-10-04T16:06:04Z,@zlitlleclouth2953,saya pedagang lokal karena ditutup tiktokshop saya jadi kena dampaknya juga,-11,negative
2023-10-06T21:02:29Z,@Pemilu2024WajibDamai,buka toko dan daftar pajak juga,1,positive
2023-10-04T15:56:33Z,@DSR92Gaming,suksesnya umkm itu bergantung pada dirimu sndiri pandai dengan apa yang trend saat ini dan pandai marketing,-2,negative
2023-10-04T15:34:00Z,@msfloristyogyakarta7256,taex,0,neutral
2023-10-04T15:21:13Z,@Reys_Harun,mantap pemerintah sekalian blokir aja apk nya,3,positive
2023-10-04T14:58:14Z,@sitisulasminetwork-jh6kk,tutup tiktok shopee lazada itu penjajahan biar toko warung pasar hidup lagi,-4,negative
2023-10-05T06:51:14Z,@Ayub-to8op,kalo ditutup aplikasi belanja lain malah justru kemiskinan meningkat banyak pedagang online yang usahanya hancur konsumenpun susah nyari barang yang stoknya langka dipasar lokal dari hargapun ecommerce lebih murah karena ada vocher gratis ongkir sama cashback yang menggiurkan,-19,negative
2023-10-05T06:54:19Z,@Ayub-to8op,tinggal bagaimana kitanya bisa memanfaatkan teknologi untuk meraih omset yang besar bukan menutup suatu lapangan bisnis online biar tidak ada pengaruh penjajahan pemerintah harus buat aplikasi belanja sendiri untuk rakyatnya,-6,negative
2023-10-04T14:34:05Z,@anji6456,hari phk nasional jt pelaku umkm dan jt konten kreator,0,neutral
2023-10-04T14:33:16Z,@danznotfav8955,tiktokshop di tutup game slot tidak di tutup,-7,negative
2023-10-04T14:07:40Z,@lenaadavia-iv6pj,hapus juga sama tiktopun gapapa,0,neutral
2023-10-04T13:57:45Z,@cepot8277,mudah n yutub juga di tutup,2,positive
2023-10-04T13:54:46Z,@bimawicaksono947,tiktok ditutup saya optimis umkm pasar biasa tetap sepi rezim ini seharusnya intropeksi kenapa tidak bisa mnjual barang lebih murah dan lebih dipercaya dari olshop,-4,negative
2023-10-04T22:26:02Z,@PakDonaldTrump,pahami dulu konteks nya apa kenapa tiktokshop ditutup bambang sudah baca regulasi nya belum dampak nya bakalan satu negara karena uang negara ke luar negri bambang,0,neutral
2023-10-04T22:26:43Z,@PakDonaldTrump,kenapa tiktok shopee murah karena barang nya dari china disana negara produksi indonesia jauh dibawah china lawak,-7,negative
2023-10-04T13:48:59Z,@kuncaranetwork9756,yang menghancurkan umkm sebenarnya adalah barang import yang bisa langsung dibeli konsumen tanpa melalui beacukai bukan tiktokshopnya,-5,negative
2023-10-05T03:20:01Z,@user-nx5pr8sc6d,itu sudah di prediksi pak soeharto tahun yang lalu,2,positive
2023-10-06T21:04:21Z,@Pemilu2024WajibDamai,kayak kamu bayar pajak sesuai pendapatan aja,1,positive
