"full_text","Label"
"Sedih banget pas TikTok shop di tuntut untuk di tiadakan Padahal banyak loh UMKM yang di jual di tiktok jadi laku Karena jaman sudah modern seharusnya mengikuti perkembangan  #KamiUMKMdiTikTok  https://t.co/PjvsesY5Q5 https://t.co/qn3HPL1Utq","negatif"
"@ulannnuwwuu iyah bener banget  di tiktok rame bgt yg jual produk2 umkm .#KamiUMKMdiTikTok","positif"
"siapa lagi kalau bukan kita yang bangga dengan seller lokal, ayo dukung #KamiUMKMdiTikTok https://t.co/LlpDgu7MKz https://t.co/8UePFbN7jR","positif"
"@melissaskie71 Iya setuju banget gw, harus dikaji dulu daripada dilarang #KamiUMKMdiTikTok","positif"
"@AVAPandaImut bener nih padahal banyak yang maju di tiktokshop nih #KamiUMKMdiTikTok","positif"
"Banyak juga UMKM yg bisa terbantu dengan jualan di tiktok, semoga di kaji ulang biar gaada pihak yang di rugikan #KamiUMKMdiTikTok https://t.co/GH0gwsGmgV https://t.co/xhM7rv2leD","positif"
"@satriarafisky menurut gw si pemerintah emang harus mengkaji lebih delik lagi daripada ngambil sikap larang gtu #KamiUMKMdiTikTok","netral"
"@bearrypop Umkm jadi lebih mudah bisa  jualan langsung berkat adanya tiktok shop #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda wah bakal sayang banget kalo tiktok shop dilarang, soalnya ini tuh salah satu wadah buat umkm berkembang #KamiUMKMdiTikTok","positif"
"Sbaiknya jgn langsung di tutup lah Tiktok Shop ini. Mending kebijakan nya aja di perbarui https://t.co/TzkKu0NRUD #KamiUMKMdiTikTok https://t.co/5R4yBTMXfd","positif"
"@strwbrymatchaaa bener banget, bagi umkm malah makin untung tauuuu #KamiUMKMdiTikTok","positif"
"@kuahbasso bener bgt menurut aku jga omset lebih naik #KamiUMKMdiTikTok","positif"
" Mantap emang tiktok karena sangat membantu umkm lokal. #KamiUMKMdiTikTok","positif"
"Menurut aku platfrom yg Mempermudah untuk UMKM dan malah makin laris #KamiUMKMdiTikTok Bisa cek disni guys info lengkapnya https://t.co/znt2sN68CG https://t.co/Iey1zqT3WW","positif"
"@TweetRAMALAN #KamiUMKMdiTikTok sangat menguntungkan loh ditiktok","positif"
"pedanga lokal wajib kita dukung, agar tetap bisa eksis ygy #KamiUMKMdiTikTok https://t.co/oCNvJCz6nm https://t.co/XSWxhidqCH","positif"
"ada emang pedagang yang terbantu #KamiUMKMdiTikTok ya mau gimana lagi yaa ada pro kontra https://t.co/oTN3jXn7cW","positif"
"@nputripe nah menurut aku jg jauh lebih praktis klo lewat tiktokshop #KamiUMKMdiTikTok","positif"
"kenapa pemerintah mau menutup tiktok shop?? in malah membantu ekonomi masyarakst dan mepermudah pembelian memilih dan membeli #KamiUMKMdiTikTok https://t.co/vCPQ5KQxhe https://t.co/Nff1R88FD3","positif"
"@melissaskie71 jangan asal tutup kasian nih kalau ada larangan gini , padhal banyak yang sukses di tiktokshop juga ini sih #KamiUMKMdiTikTok","positif"
"Padahal UMKM di tiktok banyak banget yg berkembang dan makin pesat penjualannya #KamiUMKMdiTikTok https://t.co/G5r7FcP6wa https://t.co/l14o4Kt1MZ","positif"
"@Sari_cantik21 harusnya jangan ditutup sih, soalnya juga membantu umkm lainnya loh #KamiUMKMdiTikTok","positif"
"@bearrypop Iyaa bener banget lewat tiktok shop banyak umkm bangga juga jualannya bisa laris dan dikenal #KamiUMKMdiTikTok","positif"
"di tiktok shop banyak loh umkm yang jualan, kalau seandainya pemerintah berniat membatasi tiktok shop pasti ada yang gak setuju. #KamiUMKMdiTikTok  https://t.co/nBTln5Ejxv https://t.co/o7r5FN7HtN","netral"
"bisa kita lihat padahal #KamiUMKMdiTikTok dan dgn adanya platform ini justru sangat membantu penjualan apapun https://t.co/G3IO4K1X24 https://t.co/fjVlZBXhqH","positif"
"tiktok bisa menjadi solusi dari umkm yang ingin berjualan tapi produknya masih baru, dengan adanya tiktok membuat produk mereka jadi lebih cepat terkenal #KamiUMKMdiTikTok https://t.co/68IrhAIDau https://t.co/rqDQyeebin","positif"
"padahal jualan di TikTok tuh enak banget loh, aku juga dapet keuntungan yang bisa dibilang lumayan besar. pokonya jualan di TikTok udah paling top deh #KamiUMKMdiTikTok https://t.co/59evIozXha https://t.co/FefnDfJXqo","positif"
"@kudila_ iya bener banget, ada banyak keuntungan yang bisa didapet #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda fitur tiktok shop ini bener membantu umkm #KamiUMKMdiTikTok""","positif"
"fakta yang perlu pemerintah tahu adalah bahwa tiktok memperoleh SIUP3A bidang PMSE dari kementeria perdagangan dan tiktok juga tidak mengumpulkan atau menyimpan data asal produk. #KamiUMKMdiTikTok  https://t.co/F1jxm5slda https://t.co/8CREPlPocs","netral"
" Tiktok cocok buat bisnis #KamiUMKMdiTikTok","netral"
"coba deh kelanjutannya bisa di cek atau di tonton ajaaa mana mitos mana fakta #KamiUMKMdiTikTok https://t.co/jGJbkzTF80 https://t.co/0AYtnG2gXF","netral"
"harusnya pedagang lain juga buka toko di tiktok aja, ikutin kemajuan teknologi. ini kan usaha UMKM juga.. kasian ke kita yang belum punya modal buat sewa toko...  #KamiUMKMdiTikTok  https://t.co/RKbaZGuFLI https://t.co/OXoYCnJkhH","netral"
"@Kutipan_Anda Jualan para UMKM ditiktok sangat baik manfaatnya. #KamiUMKMdiTikTok","positif"
"sejujurnya gue juga kasiann soalnya banyak lanska yang juga jualan di tiktokshop huhu #KamiUMKMdiTikTok https://t.co/9R118NgmBN","negatif"
"@kudila_ benar banget, keuntungan pun bagi penjual lebih besar lewat tiktokshop ini padahal #KamiUMKMdiTikTok","positif"
"@nputripe Bener sih gue setuju bgt #KamiUMKMdiTikTok","positif"
"aku dukung banget deh dalam kegiatan #KamiUMKMdiTikTok siapa lagi kalau bukan kita yang dukung karna disana membantu banget https://t.co/qzl9UMu5Uq https://t.co/AIs2jxtfkx","positif"
"@Cahayu231 bener nih di tiktok shop juga sangat membantu umkm #KamiUMKMdiTikTok","positif"
"semangat para seller lokal, kami dukung kalian tetap bisa jualan #KamiUMKMdiTikTok https://t.co/ZGuowbh6tZ https://t.co/ABMobwaN1c","positif"
"Salut sih sama produk UMKM yg dijual di TikTok Shop banyak yg laku keras.  #KamiUMKMdiTikTok sebaiknya jgn dilarang justru support biar lebih sukses  https://t.co/gEDNAXEQtq https://t.co/GNa1eMJ4RC","positif"
"keberatan sih kalau tiktok shop di tiadakan padahal sangat membantu umkm #KamiUMKMdiTikTok https://t.co/xyVsZysZsF","negatif"
"belum ada buktinya kalau tiktok memonopoli pasar,  tiktok justru membantu umkm kecil go to market yang lebih luas #KamiUMKMdiTikTok https://t.co/1PGPL4nLTB https://t.co/DbiASK9Gw5","positif"
"Semoga bisa di pertimbangkan lagi, banyak juga yg umkm terbantu lewat tiktok #KamiUMKMdiTikTok https://t.co/Yk73MyZdsD https://t.co/B0AtmUwxkp","netral"
"Justru membantu UMKM dan makin maju   #KamiUMKMdiTikTok   Info lengkapnya bisa cek disini https://t.co/kxRugpv0I6 https://t.co/oj3hJ9vB8Y","positif"
"@TweetRAMALAN Yuk gabung ke tiktok #KamiUMKMdiTikTok","netral"
"@txtdarilaptop_ bener banget, semoga ada titik terang dari penutupan tiktok shop ini #KamiUMKMdiTikTok","netral"
"Tiktok shop sangat membantu pelaku UMKM, karena dari situ omset mereka naik.. #KamiUMKMdiTikTok  https://t.co/wxpEf7yGmr https://t.co/FxKvOlyYnU","positif"
"@cimotyy #KamiUMKMdiTikTok pengen kedepannya tetap ada tiktok shop","netral"
"@Kutipan_Anda Nyatanya tiktok sangat menguntungkan loh. #KamiUMKMdiTikTok","positif"
"apa ga kasian bgaimana dampaknya nanti jika tiktokshop ditutup ? nasib para umkm dan pastinya berdampak pada semua  #KamiUMKMdiTikTok  simak selengkapnya disini ya teman beritanya https://t.co/LRSvFnHkVg https://t.co/MLtqPGWvCQ","netral"
"Tiktok Shop jelas sangat membantu UMKM karna dr sini lapangan pekerjaan kami semua, liat seberapa banyak barang jualan yang terkenal dr sini. Mohon dikaji dulu jangan langsung dilarang, gimana nasibnya nanti coba! Tolonglaa melihat dari sisi #KamiUMKMdiTikTok yg uda berjuang dr 0","positif"
"@Kutipan_Anda Iya kalo langsung di larang nasib para umkm gimana. #KamiUMKMdiTikTok","netral"
"padahal in bisa membantu ekonomi menengah ke bawa, knp hrus d larang sih? #KamiUMKMdiTikTok https://t.co/FUvHtp9jcN https://t.co/0TbpQILNkv","positif"
"aku dukung banget kegiatan #KamiUMKMdiTikTok siapa lagi kalau bukan kita yang dukung https://t.co/fjIrpwjxPm https://t.co/VtQ3uuh6EQ","positif"
"padahal tiktok shop bisa membantu umkm buat dapetin penghasilan, kalo tiktok shop ditutup terus gimana nasib umkm yang berjualan di sana? #KamiUMKMdiTikTok https://t.co/zHflV4b66a https://t.co/4Yb6qQnYpl","positif"
"@TweetRAMALAN #KamiUMKMdiTikTok yuk dukung umkm","positif"
"Jualan produk lokal di tiktok shop menguntungkan bgt #KamiUMKMdiTikTok https://t.co/HnS2M3NZDY https://t.co/V1KSyaX46b","positif"
"Jangan asal ditutup lah. Banyak banget UMKM yang sangat terbantu karnaa adanya tiktok shop ini #KamiUMKMdiTikTok https://t.co/RP1viMdxTx https://t.co/kWOcvOCPwW","positif"
"@Kutipan_Anda Padahal kan jualan di tiktok shop menguntungkan sekali #KamiUMKMdiTikTok sangat terbantu sekali","positif"
"Mestinya pemerintah tidak membatasi, tapi memberikan fasilitas yg lebih luas..supaya pedagang offline bisa ikut serta jualan online...  #KamiUMKMdiTikTok https://t.co/az2tR2b9fe https://t.co/W80v4VM954","netral"
"@mhmmdsairaji tapi tiktok shop itu bener bener uda ngebantu bgt UMKM lohhh??? #KamiUMKMdiTikTok","positif"
"pemerintah tolong di kaji ulang dong kayanya banyak yang  merasa keberatan deh.. padahal #KamiUMKMdiTikTok ngebantu banget umkm https://t.co/OXFWtZIekY","negatif"
"@TweetRAMALAN Apa lagi kalau Ada Promo Bisa Belanja sepuasnya   #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda padahal tiktok shop juga sangat membantu loh untuk umkm, harus dikaji ulang nih #KamiUMKMdiTikTok","positif"
"udah banyak umkm yang berhasil di tiktok shop loh, kalo tiktok shop ditutup terus gimana dengan para umkm ini? #KamiUMKMdiTikTok https://t.co/HxsBL9By7g https://t.co/bkUQIdT3y4","positif"
"padahal di tiktok shop produk UMKM jadi banyak yang laku terjual dan dikenal banyak orang. kenapa gak pada nyoba aja pake tiktok shop juga? bukan malah marah-marah gini ???? #KamiUMKMdiTikTok https://t.co/wfjNijjOhM https://t.co/J9igAsGMz6","positif"
"Asli deh zaman sekarang tuh teknologi makin canggih apalagi biar makin cuan apalagi ini terbantu dengan adanya tiktok shop ?????????  https://t.co/PFjT1Ierdu  #KamiUMKMdiTikTok https://t.co/YfCiIS6OI2","positif"
"Padahal yang berjualan di tiktok punya untung lumayan besar loh dan memudahkan memasarkan produknya ,jadi makin dikenal Pokoknya #KamiUMKMdiTikTok  Cek aja https://t.co/JKA2jfPAsa https://t.co/5pY8wOPav2","positif"
"@Cw7tU @mediaindonesia nyatanya tiktok itu banyak banget manfaatnya #KamiUMKMdiTikTok","positif"
"Soal tiktok shop yg mau dihapus ini sebenarnya kan bisa dilihat dari berbagai aspek juga, gimana nasib kita sebagai UMKM lokal yg mengandalkan tiktok kalau begini  #KamiUMKMdiTikTok  https://t.co/9R2qtKEgOm https://t.co/Y8xY1UPrM3","netral"
"Kalo menurut ku ga ada yg merugikan yg ada malah justru membantu UMKM  #KamiUMKMdiTikTok  Untuk berita lengkapnya bisa cek disini ya https://t.co/k06N4boX1g https://t.co/Dmk8kDqAko","positif"
"Banyak bgt pelaku usaha UMKM yg terbantu adanya tiktok shop  #KamiUMKMdiTikTok  https://t.co/8Mt5I6HfVk https://t.co/3j3nRNmsVU","positif"
"Lihat aja deh. Amat banyak produk UMKM yg dijual di TikTok Shop dan bangga karna laris manis dan viral.  #KamiUMKMdiTikTok seharusnya jgn dilarang malah di support yahh  https://t.co/emc1lVULo0 https://t.co/NMpdfuZeuj","positif"
"TikTok Shop merupakan sebuah fitur revolusi yang dilakukan oleh platform TikTok, yang mana pada awalnya Tiktok hanya digunakan untuk berbagi video pendek.   #KamiUMKMdiTikTok https://t.co/608QfuMd7s https://t.co/OjjXH7OI6b","netral"
"pliss mereka berjualan di tiktok aja bisa ngehasilin umkm yang sepadan, pendapatan mereka juga lumayan plis pemerintah dipikir pikir dulu deh yaa ???  cek link nya disini  https://t.co/m3kTeR2yO0  #KamiUMKMdiTikTok https://t.co/A4PctHUlbo","positif"
"@Kutipan_Anda Betul banget harus bener bener di kaji dulu deh #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Dukung para umkm tiktok #KamiUMKMdiTikTok","positif"
"@Lisstiawa cari barang barang ditiktok juga lebih mudah #KamiUMKMdiTikTok","positif"
"liat deh bahkan promo nya aja sampe 50% off gitu, jualan di tiktok shop debest banget dan ngebantu umkm mereka   https://t.co/i9kdHFc0Ip  #KamiUMKMdiTikTok https://t.co/hHxuMqGCkA","positif"
"banyak keuntungan berjualan di tiktok shop karena penjual pun makin terkenal kok.  #KamiUMKMdiTikTok  https://t.co/PNZ6OywivP https://t.co/m0a6MRT4Gc","positif"
"umkm juga banyak yang join di tiktok shop dan di liat-liat banyak yang berhasil #KamiUMKMdiTikTok   yuk baca berita disiniƒª?‹? https://t.co/iD0GcPDQTs https://t.co/yG3JuZcB0G","positif"
"dengan adanya TikTok Shop memang ngebantu banget untuk memperluas jangkauan pembeli juga kan, banyak yang terbantu #KamiUMKMdiTikTok https://t.co/b74rDqQpSR https://t.co/r5CO1L5sGW","positif"
"Kenapa ya..kok dibatasi?? Kan membantu pedagang offline jadi bisa jualan online juga? #KamiUMKMdiTikTok  https://t.co/4pyXZ5QTPT https://t.co/8ZqEtIRhpz","netral"
"Semoga bisa menghasilkan kebijakan yg tepat karna pelaku UMKM seperti kami banyak yg terbantu :(  #KamiUMKMdiTikTok  https://t.co/cHAHv5yuCp https://t.co/mh1mcSHPJn","netral"
"@Kutipan_Anda tiktok shop emang udah banyak sekali membantu para UMKM jdi tolong lah jangan langsung di tutup #KamiUMKMdiTikTok kita ambil sisi positif nya""","positif"
"Apa saja keuntungan berjualan di TikTok Shop? Dalam dunia bisnis yang terus berkembang, inovasi dan adaptasi adalah kunci kesuksesan. Salah satu tren terbaru dalam berbisnis online adalah melalui TikTok Shop.  #KamiUMKMdiTikTok https://t.co/KU0fQZCPco https://t.co/Syd2Rs260l","netral"
"pemerintah harusnya bisa membuat kebijakan &amp  program yg lebih baik supaya UMKM juga bisa kompetitif dan sukses di platform2 tersebut. #KamiUMKMdiTikTok https://t.co/tnwcXuchM5 https://t.co/WKeRay4q8i","netral"
"Padahal banyak banget UMKM yang terbantu dengan adanya Tiktok shop ini lo. Banyak banget keuntungannya juga #KamiUMKMdiTikTok  https://t.co/kiPFn3D9Y8 https://t.co/wl15ON7sy3","positif"
"Banyak pelaku UMKM yang ketolong berkat jualan di tiktok shop  #KamiUMKMdiTikTok  https://t.co/NRJMHmwBdJ https://t.co/sHyCAVLpAI","positif"
"@TweetRAMALAN Tiktok ini sangat menguntungkan #KamiUMKMdiTikTok","positif"
"dan ternyata yang join tiktok shop juga ada yang dari umkm, mereka berhasil dan mendapatkan penghasilan loh #KamiUMKMdiTikTok  klik link di bawah ini ya guys???« https://t.co/uobSnPJaHX https://t.co/0fHXEn9JaW","positif"
"edagang _ pedagang tanah abang sebahagian besar penjualannya melalui media sosial dan penjualannya terbantu berkat TikTok Shop https://t.co/A4PtqEOkhl via @mediaindonesia  #KamiUMKMdiTikTok https://t.co/nk18Sn8UIZ","positif"
"Sebagian besar pedagang tanah abang jualannya terbantu berkat TikTok Shop https://t.co/R9RX6CsQIS via @mediaindonesia #KamiUMKMdiTikTok https://t.co/NdK8OqrOXD","positif"
"Dagang di olshop Tiktok itu Sangat menguntungkan,pertama tidak perlu modal buka toko cukup dirumah aja dah bisa jualan,tapi sayang usaha kreatif kek begini ada aja tantangan dan sandungan nya. #KamiUMKMdiTikTok cari uang dengan jualan produk loh,berikan kami ruang cari uang halal https://t.co/StfKWynuTQ","positif"
"@Kutipan_Anda Iya kak kyknya di kaji ulang dulu deh kasian klo tiba-tiba di larang. #KamiUMKMdiTikTok","netral"
"Apa salah ya cari uang dengan memanfaatkan kemajuan teknologi? Kenapa ada yang merasa dirugikan dengan usaha kami jualan di olshop Tiktok?  #KamiUMKMdiTikTok cuman cari uang halal. Kami memanfaatkan teknologi yg telah disediakan paltform Tiktok. Masa gaboleh ? https://t.co/ZdfbDEO2ai","netral"
"para penjual aja senang bisa berjualan di tiktok shop karena bisa makin terkenal. lah ini malah mau dihentikan  #KamiUMKMdiTikTok   https://t.co/ePR37xS7D2 https://t.co/O8ppUsEJJt","negatif"
"penjualan pedagan di tanah abang juga terbantu berkat tiktok shop loh. masa tiktok shop dilarang , pliss dikaji ulang #KamiUMKMdiTikTok  https://t.co/ei7mcXexbC https://t.co/zrZJwp0CeF","positif"
"berharap banget berita itu bukan nyata karena UMKM sangatlah membantu sekali di tiktokshop sangat membantu semua #KamiUMKMdiTikTok gaes baca beritanya disini ya  https://t.co/1uXhv5eH6H https://t.co/wynZLsytrN","positif"
"seharusnya TikTok Shop gak perlu dilarang beroperasi selama menguntungkan produsen UMKM, pemerintah dimohon untuk mempertimbangkan kembali. #KamiUMKMdiTikTok  https://t.co/t24fM19XII https://t.co/SKJQpriTJk","netral"
"#KamiUMKMdiTikTok karena dengan berjualan di tiktok shop banyak keuntungan yang didapat oleh UMKM kecil   https://t.co/W0sfZWdY2m https://t.co/zEirNB1iM2","positif"
"Sebagian besar pedagang tanah abang penjualannya menggunakan media sosial dan sangat terbantu berkat TikTok Shop https://t.co/82KPhNa62a via @mediaindonesia  #KamiUMKMdiTikTok https://t.co/rUj1gWVjP4","positif"
"semoga fitur penjualan di #KamiUMKMdiTikTok tidak dihapus dan ini menjadi transformasi ecommerce di era digital https://t.co/FyFMQeEW8N https://t.co/omaPqL89OW","netral"
"#KamiUMKMdiTikTok bangga dgn berjualan di tiktok shop. karena dari sini bisa semakin terkenal   https://t.co/izeiH5sNgu https://t.co/RyIDE5yK8m","positif"
"Kalo pedagang online ky aku gini sih ngerasa kebantu berkat tiktok shop , produk jadi lebih dikenal juga jangkauannya lebih luas #KamiUMKMdiTikTok  Baca berita lengkapnya disini :  https://t.co/LQWqBqnJ2e https://t.co/0ez9Pmx2kU","positif"
"kami bangga dengan umkm lokal yang jualan  di tikTok shop #KamiUMKMdiTikTok https://t.co/or2o6SSKCY https://t.co/JCsC5aKfCh","positif"
"Setahu saya sebagian pedagang yang ada di Tanah Abang sangat terbantu berganti talk shop #KamiUMKMdiTikTok  https://t.co/nO7bDDc3U7 https://t.co/ukBxdWX8m5","positif"
"????padahal tiktok shop sangat berarti buat para umkm di tiktok loh  #KamiUMKMdiTikTok https://t.co/loLUWsXnKj https://t.co/3aZuSYeZ6R","positif"
"dukung terus klo aku ama produk lokal yang ada di tiktok #KamiUMKMdiTikTok https://t.co/ob5S8plqZd https://t.co/YMf8B1PWAc","positif"
"banyak keuntungannya padahal ya berjualan di tiktok, keuntungan umkm juga naik, sangat berharap dikaji ulang yaa larangan jualannya #KamiUMKMdiTikTok https://t.co/7p1oLgImkU https://t.co/STzATwlm3D","positif"
"padahal bantu para penjual loh di tiktok shop kenapa malah mau dihentikan yaa. #KamiUMKMdiTikTok  https://t.co/Clggr6oewP https://t.co/uxYXza8Oyv","netral"
"Banyak pedagang yang menggantungkan jualannya di tiktok shop yang awalnya mempromosikan tiba-tiba sekarang udah mulai lancar dan banyak customer yang membeli #KamiUMKMdiTikTok  https://t.co/Ty5MqVqQ2L https://t.co/RvMsIFaQp4","netral"
"Sebagian pedagang tanah abang merasa terbantu jualannya berkat tiktok shop #KamiUMKMdiTikTok  Cek selengkapnya disini  https://t.co/zlK5u8iscX https://t.co/jqm9iSPDTC","positif"
"dukung banget ama #KamiUMKMdiTikTok sudah sepantasnya pemerintah ikut dukung juga https://t.co/xWCrzDZiLT https://t.co/YPrlHR0yPU","positif"
"sejujurnya #KamiUMKMdiTikTok sangat terbantu penjualan sangat laku dan cepat laris juga yuk cek disini  https://t.co/wH4Ba2s9Uu https://t.co/sswEFT8cNq","positif"
"#KamiUMKMdiTikTok berharap tidak dihapus fitur penjualan karena ini inovasi terbaru dan transformasi ecommerce di era digital https://t.co/KiszyFh3Se https://t.co/FvhVkv8SWD","netral"
"#KamiUMKMdiTikTok merasa aplikasi ini sangat membantu penjualan dengan cepat dan murah juga https://t.co/dZIrPpHPjU https://t.co/Qz3sKMosLi","positif"
"haduh piye sih nasib yg juaalan di tiktok pads sukses loh padahal  #KamiUMKMdiTikTok https://t.co/JsRHPWq7lg https://t.co/DYbP68djgV","positif"
"Pedagang tanah abang sebagian besar jualannya menggunakan media on line dan sangat terbantu berkat TikTok Shop  #KamiUMKMdiTikTok  https://t.co/2ziMqo1dCG via @mediaindonesia https://t.co/dtjVpFTeoY","positif"
"tolong #KamiUMKMdiTikTok jangan dihapus fiturnya, ini sangat membantu menjual dagangan dengan cepat yuk cek disini https://t.co/4hqsVVJUeS https://t.co/uIYD31StF5","positif"
"@Kutipan_Anda Tiktokshop byk  membantu sekali untuk para UMKM.. harus dikaji lg biar makin mantul #KamiUMKMdiTikTok","positif"
"#KamiUMKMdiTikTok ayo guys ramai-ramai dukung penjual lokal bisa jualan  https://t.co/VYtSxGJMNZ https://t.co/7BjA1jdWLC","positif"
"@Kutipan_Anda padahal tiktok membantu bgt buat para umkm #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Para UMKM merasa bahagia jika tiktok shop gak di hentikan. #KamiUMKMdiTikTok","positif"
"teknologi yang makin canggih ini memang sudah waktunya digunakan sebaik mungkin,jadi jangan asal ditutup dulu, soalnya umkm banyak yang jualan di tiktok shop juga #KamiUMKMdiTikTok https://t.co/Qy4mdym7C0 https://t.co/JAtqvV6OZ0","netral"
"Dengan adanya TikTok bisa membantu banyak UMKM jualan online, yang mana sekarang serba online jadi lebih praktis Harusnya memang dikaji ulang nih Tiktok Shop jangan langsung di cutoff aja, kasian sama toko yang sedang merintis usahanya #KamiUMKMdiTikTok https://t.co/935NYbIdlM https://t.co/I21roKYqM4","positif"
"@Kutipan_Anda Nah ini harus di evaluasi lg soalnya banyak juga umkm kita yg jualan di tiktok #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bener banget lebih baik dikaji lagi lah jangan langsung di larang #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Biar mudah kita berjualan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Sebaiknya pemerintah bisa lebih tegas dalam menangani masalah ini,jangan sampai para UMKM rugi kan kasihan. #KamiUMKMdiTikTok","netral"
"Tiktok itu ngebantu banget umkm berkembang sih kayaknya harus ada kebijakan dari pemerintah deh #KamiUMKMdiTikTok","positif"
"Sangat disayangkan sekali penjualan di Tiktok Shop dilarang padahal ini juga membantu. #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN Umkm berkembang juga karena tiktok  #KamiUMKMdiTikTok","positif"
"jangan sampe langsung di tutup tiktok shop masih banyak UMKM yng mendapatkan hasil dari tiktok di jaman skrng #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Setuju jangan langsung di larang alangkah baiknya di kaji lebih detail lagi #KamiUMKMdiTikTok","netral"
"Jangan cuma liat konten hiburan yg kurang bermanfaat, better baca ini buat memperluas pengetahuan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda #KamiUMKMdiTikTok waktunya bergabung ke tiktok","netral"
"@Kutipan_Anda Kenapa harus dilarang sih? Padahal jualan di tiktok shop sangat berpeluang besar dan membantu menaikkan pendapatan. #KamiUMKMdiTikTok","positif"
"Tiktok itu ngebantu banget umkm berkembang sih kayaknya harus ada kebijakan dari pemerintah deh #KamiUMKMdiTikTok","positif"
"kira-kira kalo @elonmusk belanja di tiktok shop bakal belanja apa ya? ???? #KamiUMKMdiTikTok","netral"
"Sangat disayangkan sekali penjualan di Tiktok Shop dilarang padahal ini juga membantu. #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda Tiktok memudahkan kita untuk berjualan #KamiUMKMdiTikTok","positif"
"jangan sampe langsung di tutup tiktok shop masih banyak UMKM yng mendapatkan hasil dari tiktok di jaman skrng #KamiUMKMdiTikTok","positif"
"Jangan cuma liat konten hiburan yg kurang bermanfaat, better baca ini buat memperluas pengetahuan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Semoga ada jalan terbaik untuk kedua belah pihak tanpa merugikan siapapun demi kemajuan UMKM #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Bner banget, Kalo dilarang gimana nasib pedang. #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda jika keputusan dilakukan secara terburu-buru maka akan merugikan banyak pihak #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda setuju, kalau langsung dilarang gimana para umkm yg lagi merintis di tiktokshop #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Tiktok itu ngebantu banget umkm berkembang sih kayaknya harus ada kebijakan dari pemerintah deh #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Sangat disayangkan sekali penjualan di Tiktok Shop dilarang padahal ini juga membantu. #KamiUMKMdiTikTok","negatif"
"@Kutipan_Anda jangan sampe langsung di tutup tiktok shop masih banyak UMKM yng mendapatkan hasil dari tiktok di jaman skrng #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda ya ampun sedih banget kalau beneran di cut off #KamiUMKMdiTikTok","negatif"
"@TweetRAMALAN Jangan cuma liat konten hiburan yg kurang bermanfaat, better baca ini buat memperluas pengetahuan #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda padahal tiktok membantu buat UMKM juga #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Menurutku tiktok juga bantu umkm kok  #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda diperlukan solusi terbaik agar semua pihak tak ada yg dirugikan. #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda Huhu semoga bisa dipertimbangkan lagi #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda bener banget sih, padahal beli di tiktok itu membantu banget #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda Setahu ku sih di tiktok jg banyak UMKM yg jualannya di tempat nyata tdk laku malah di tiktok laku . Mending dikaji ulang dulu solusi yg baik #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda iya jangan langsung dilarang kasian yang rame jualan disana. #KamiUMKMdiTikTok","positif"
"@Kutipan_Anda setuju banget nih, malah sekarang banyak umkm yg ikut berjualan di tiktokshop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda sayang banget kalo beneran dilarang soalnya banyak UMKM yng jualan di tiktok shop #KamiUMKMdiTikTok","netral"
"@Kutipan_Anda semoga ada jalan terbaik untuk semuanya nih #KamiUMKMdiTikTok","netral"
"kasian banget loh yang tiap hari jualannya di Tiktok tiba-tiba harus dilarang, secara tidak langsung mematikan rezeki mereka #KamiUMKMdiTikTok  https://t.co/WbLcyqlvod https://t.co/dOPlUwhalL","negatif"
"@Kutipan_Anda Pdhl tiktok sekarang sangat membantu para UMKM untuk menjual daganyannya biar rame  #KamiUMKMdiTikTok","positif"
"@TweetRAMALAN Manfaatkan hal trendi untuk cuan ya kaya #KamiUMKMdiTikTok","netral"
"@TweetRAMALAN Yaa ditiap platfrom atau apapun yg ada di dunia ini pasti ada plus minusnya. Sbnrnya adanya marketplace di tiktok membantu UMKM untuk bisa menjangkau konsumen yang lebih luas dengan biaya yg jauh lebih rendah dibanding menyewa kios #KamiUMKM","netral"
