publishedAt,authorDisplayName,textDisplay,likeCount;
2023-09-27T03:21:56Z,@agungpatie-rk1xw,@@vickyvictory5617 ow begitu ya.......maaf saya gak tau jadi bingung...,0;
"2023-09-27T02:48:54Z,@myrnasuksmaningdyah9803,""Eranya memang sudah berubah. Diberbagai sektor diarahkan serba digital serba praktis dan mudah.<br>Pemerintah jangan asal melarang, tapi memberikan solusi aturan yg tepat untuk penjualan online maupun offline di sektor terutama UMKM"",5";
2023-09-27T02:42:28Z,@alfian3955,Kalau bisa diapus aja biar rakyat UMKM yang buka tokoh dan grosiran bisa jual beli lagi,0;
"2023-09-27T02:37:52Z,@Desdiana,""Gara gara Tanah Abang sepi, pemerintah langsung turun tangan pukul social ecommerce.";
"2023-09-27T02:17:41Z,@J_Oppenheimer,""Ga apa2 tiktok ditutup aja, saya sebagai konsumen tinggal pindah apps masih ada shopee, toped lazada livenya diskon 50% looh, perpindahan pembelinya hanya dari online keonline, bukan dri online ke tanah abang.."",1";
"2023-09-27T02:08:26Z,@InoTimorGaming,""Saya sich setuju2 aja, asalkan pemerintah bisa membeda mana yg ecommerce dan mana yg murni medsos.."",0";
2023-09-27T01:46:01Z,@ArFatih1823,Judi online apa kabar. 😂,0;
2023-09-27T15:14:18Z,@user-vf5th4xj8e,Yang dilarangkan medsos jadi e-commerce bang.   Bukan e-commerce,2;
2023-09-28T10:10:36Z,@irvanprasetya5792,​@@user-vf5th4xj8ejadi pemerintah takut kecolongan pajak wkwkwk... Alasan umkm hahaha,0;
"2023-10-01T11:10:13Z,@anapol4704,""Sama saja, shoope juga barang import semua yg dikemas dan diresellerkan ke umkm"",0";
2023-10-01T11:41:23Z,@user-vf5th4xj8e,@@anapol4704 ini nggak paham ini 🤣🤣🤣🤣🤣,1;
2023-09-27T01:04:38Z,@yukodya,Online itu sdh eranya sih. Berharap offline ramai itu peluangnya sedikit,1;
"2023-09-27T00:57:09Z,@yukodya,""Kalo mengharuskan konsumen beli offline, itu sangat tidak bisa. Karena eranya sdh online. Di E- commerse saja sebanyak itu. Palingan beralih mereka ke e commerse. Berharap sangat ramai offline itu peluangnya sedikit"",0";
2023-09-27T00:29:38Z,@susenosuseno1344,Setuju,0;
2023-09-27T00:21:48Z,@kus66,Yg dilarang artis ajh yg dilarang mereka bukan buat kebutuhan hidup kok kebanyakan sdh sultan..mereka cuma iseng² doang..  Dan artis lain cuma ikut²an biasa lah itu mah...,0;
2023-09-26T23:55:27Z,@rimachannel7641,Saya setuju supaya anaki yg masi kecil ngga belanja onlen aduh meresahkan,0;
2023-09-26T23:47:32Z,@iteungtheeksplorer,Setuju aja,0;
2023-09-26T22:20:08Z,@justquotes2022,Inxo alha mart ko masih dilindungi,0;
2023-09-26T21:26:24Z,@kurniania-dt7un,Pantas hampir semua pasar mulai sepi sekali dan puluhan juta pedagang kecil Indonesia menuju kebangkrutan dan kemiskinan masal Krn pedagang kecil kalah oleh online,0;
2023-09-26T21:00:10Z,@ujzo,aturan karet ini. mari nunggu sanksi nya apa ni klo ngelanggar,0;
2023-09-26T20:20:06Z,@lumerasahebat,Udahlah Tik Tok kembali jadi ajang video joged goyang pergoi aja...,1;
2023-09-26T19:31:46Z,@dicksong2961,Facebook marketplace hrsnya di tutup jg....dan lainnya......60% rakyat msh tradisional......biarkan toko dan lainya berkembang lg...spti dulu.....,0;
"2023-09-26T17:00:43Z,@tyarasahirar8264,""Masyarakat indonesia pasti lebih ketagihan dengan berbelanja online,semenjak dulu pandemi covid19,yang kata pemerintah harus di RUMAH AJA,mudah2an pemerintah mengambil keputusan seadil adilnya jangan ada pihak yg dirugikan...karena di dalam tiktok pun banyak umkm lokal"",2";
"2023-09-26T21:54:42Z,@agusistighfar,""tapi harus dihentikan, dampaknya bagi pedagang konvensional sangat merugikan"",1";
2023-09-26T22:56:01Z,@saipul2675,​@@agusistighfarbukan hanya merugikan tapi juga ada indikasi mematikan pedagang offline.,0;
"2023-09-26T23:02:32Z,@agusistighfar,""@@saipul2675 makanya harus dihentikan, ini meluluh lantakkan UMKM dalam negeri. percuma BANTUAN ini itu kalau ini tak dihentikan"",0";
"2023-09-27T17:22:05Z,@tyarasahirar8264,""@@saipul2675 betul bisa mematikan pedagang offline,karena yah memang kita harus mengikuti perkembangan zaman di era digital,contoh wartel sekarang sudah tidak ada,warnet tidak ramai lagi,telpon coin tidak ada,dll skrg solusinya tetap ada di pemerintah,bagaimana pemerintah bisa berbuat adil untuk umkm offline dan umkm online,karena di dalam tiktokshop banyak umkm lokal yg besar di tiktok..."",0";
2023-09-26T16:46:43Z,@user-kq6kh1dv3g,micet jual apem dibolehin gaadil,0;
"2023-09-26T16:41:40Z,@agnesmeliana442,""pedagang tanah acang itu sdh sangat kaya, tokonya banyak , hartanya banyak sdh puluhan tahun kaya"",1";
2023-09-26T16:28:40Z,@irwanwijaya5011,Praktek monopoli berpotensi terjadi di tengah tengah masyarakat yang masih menganut sistem perdagangan konvensional. digitalisasi berpotensi menghancurkan masyarakat Indonesia karena belum siap dengan kondisi platform perdagangan berdasarkan asas algoritma. Suka tidak suka. Memang itu realitanya.dipaksakan juga percuma malah timbul krisis,0;
2023-09-26T16:27:47Z,@qaniaulafiaunillah2274,Benar pak...sy pedanga d pasar tradisional...bisa d katakan pasar kita mati pak...<br>Situbondo jawa timur...sampai gak kuat bayar kredit bang.da akhirnya kredit macet pak.....,0;
2023-09-27T16:20:58Z,@tinton109,Ini ribut masalah rejeki bos....ada yang rejeki atau duitnya berkurang bulanannya...lalu ngomel ngomel....gitu aja sih,0;
2023-09-28T11:35:00Z,@user-vf5th4xj8e,Kan yg dilarang cuma tik tok dan semacam nya.   Klo shopee dan sebangsanya masih boleh kog. Jual beli di shopee juga boleh kog,0;
2023-09-26T15:00:00Z,@yangmulia8926,Ga ngaruh.perubahan jaman ga bs dibendung.apa lg mau lawan arus,0;
2023-09-26T14:53:50Z,@mbahmusangkil,Makanya segera 2024 dah ga sabar….mau perubahannnnn. Gimana hmm?,0;
2023-09-26T14:15:38Z,@skongchannel3037,Pedagang tanah abang kaya bos coba cek rumah mobil dari dulu uda dapat banyak sekarang jeritjerit dulu dapat banyak diamdiam,0;
"2023-09-26T14:12:32Z,@michaell4620,""Seharusnya Tanah Abang kreatif bikin tanah abang apps seperti tiktok, jd itu kios2 dijadikan studio tiktok, pasti jd tetap rame tanah abang."",5";
2023-09-26T13:52:27Z,@user-ow9xc4lg7f,Medsos di jadi Kan iklan iklan ilegal jual beli harus di tindak tegas dinas periklanan iklan digital yg marak di media yg ilegal,0;
2023-09-26T13:36:12Z,@RamaJkt,Setuju banget,0;
2023-09-26T13:30:07Z,@cintasetyareni7163,Aku antara ga setuju dan setuju ae gini aku ga mepermasalahkan tentang keterbatasan barang impor yg jadi permasalahan jika kita atau saya wes sebagai konsumen kita kan mencari sesuatu barang yg ga ada di toko Offline itupun ga semua nya lengkap <br><br>Kecuali kita hrs beli online <br>Dan kalau mau Produk lokal mau di beli hrs memperbaiki kualitas nya baru bisa bersaing di pasar lain krn saingan pasar itu ketat dan jual di sosmed itu jadi sumber promosi in barang ibarat nya agar semua org yg jauh dari kotanya tau kalau toko ini jual produk e misal e aku mau beli baju cosplay <br><br>Kan aku ga mungkin 😅lah nemu di toko baju offline kecuali di online,0;
2023-09-26T13:24:26Z,@epic847,Efek SDM tidak siap,0;
2023-09-26T13:18:22Z,@AbdulMajid-jz2tk,Alhamdulillah,0;
"2023-09-26T13:16:42Z,@alumnibrazzer875,""Toktikkshop,sopi,lasada,tokpet,bukanlapak. Itu semua aplikasi penghancur umkm"",0";
"2023-09-26T12:55:39Z,@ayupinatih8894,""Jujur aja yg kadang bikin malas belanja offline. Pas sudah jauh2 ke toko, trus barang yg dicari nggak ada, mana bayar parkir tiap kali masuk 1 toko. Sudah buang waktu, buang bensin, kena parkir berkali-kali :( demi nyari 1 barang. Kalau online lebih efisien."",1";
"2023-10-01T11:17:22Z,@anapol4704,""Ribet tapi uangnya muter di rakyat, atau praktis tapi uangnya keluar ke negara lain. Ya inilah mental yg menghancurkan bangsa sendiri."",0";
2023-09-26T12:48:43Z,@teoktistasartini6362,rejeki sdh diatur sm Yang Maha Kuasa.jgn trllu byk aturan.perkembangan teknologi sdh maju.klo dilarang lbih baik internet dilarang aja skalian,0;
2023-09-26T12:25:38Z,@Mrfachannel,1 lagi artis ya artis aja jangan ikut berdagang di e commerce masih banyak penduduk indonesia yang jauh lebih susah,0;
2023-09-26T12:24:00Z,@Mrfachannel,Kenapa pemerintah ngk buat aplikasi sendiri ya dan yang daftar di utamkaan pengguna umkam yang lagi gulung tikar,0;
"2023-09-26T12:22:53Z,@ruslilim5300,""Artinya Pemerintahan gagal dalam hal memajukan UMKM,  sebenarnya bukan karena Tik Tok, hampir semua Plafon lain."",0";
2023-09-26T12:14:04Z,@user-lg3ke1yp4b,SAYA SETUJU KEBIJAKAN INI,0;
"2023-09-26T12:08:28Z,@hasannudin3532,""Pedagang..sudah pada bangkrut,baru pemerintah bertindak, kemaren2 kmn aj."",0";
"2023-09-26T12:07:31Z,@aviato871,""Seharusnya pemerintah mengatur harga ecer dan harga  distributor untuk semua produk jadi, wajib dibandrol harga. Biar persaingan harga untuk produk yang merknya sama adil !!!! Dan untuk pembeli dan penjual sudah ikut harga yang tertera dilabel. Gak kayak sekarang harga ecer sama harga grosir dipukul rata, yang menang sudah pasti pemain besarnya"",8";
2023-10-02T09:49:54Z,@octogaming4990,Bayangkan jika produsen rokok sekelas jarum super jual ecer tokohnya langsung ke konsumen via online.  Yang ada mati semua para sellernya.,0;
"2023-09-26T11:54:55Z,@ealahyo,""Umkm, harus segera menyesuaikan diri terhadap perubahan jaman, .. , yang serba online, pemerintah ngadain pelatihan sosialisai dan penyuluhan deh, supaya bisa bersaing dengan platform digital, pembatasan platform digital, sepertinya solusi yang perlu di tinjau ulang"",3";
2023-09-26T11:40:40Z,@hesti8764,setuju pak,0;
"2023-09-26T11:39:36Z,@VivoYs-yh2bs,""Mulay masuk ke ara ke cemburuan sosial antar pedagang,"",0";
2023-09-26T11:34:58Z,@yovanismaya1317,Green lose orange lose,0;
2023-09-26T11:30:36Z,@santososantoso8396,didaerah saya banyak umkm yg  rumahan yg juakan kewat medsos apa ya dilarang????,0;
"2023-09-26T11:28:04Z,@Mobilagend,""NAH KENAPA GAK DARI AWAL BGINI DI LARANG, BIAR JALANAN TU HIDUP KEMBALI"",0";
2023-09-26T11:27:42Z,@StereotypedMe_,Bagus! Udah fix bener ini? Atau wacana,0;
2023-09-26T10:42:13Z,@abdulsutopo5240,Percuma klo impor borongan masih dibiarkan murah tanpa kuota. Liat aja shopee juga barangnya china semua,2;
2023-09-26T09:58:53Z,@rpamungkas13,Ini sebenernya kesempatan. Pemerintah bisa membuat versi lokal dari social e-commerce ini yg bs menghubungkan langsung pembeli dengan umkm lokal maupun distributornya. algoritma nya bs disebar ke UMKM lokal untuk memberi mereka info trend pasar.,2;
2023-09-26T20:03:33Z,@budisusanto9107,masalahnya uda pada ujur dan gaptek +gak berani ngikuti perkembangan 😂 ini mah bisa jadi kita diketawain negara lain,2;
2023-09-30T07:14:23Z,@MalamBagaiSiang,Komen cerdas !!!!!!,0;
"2023-09-26T09:43:36Z,@ronisyarap6800,""YA GMN NGGK LARI KE ONLINE,, KE UANGAN LAGI KRITIS GINI..BILANGIN AMA PAK MENTRI JNGAN CUMA MIKIRIN PASARNY, PIKIRIN JUGA PEMBELINY TAIKIN GAJIH PEGAWAI KHUSUSNY SWASTA ,HARGA PANGAN PERTAHUN BISA NAIK 2X...SEMENTARA GAJIH PEGAWAI DARI TAHUN 2018 SAMPE TAHUN 2023 GAK NAIK2 MALAH YANG ADA SEKARANG DARI UMR JADI DI BAWAH UMR WKWKWKWKWK KOCAK KOCAK..GMN RAKYAT MU SEJAHTERA KALO GAJIH NYUNGSEP HARGA PANGAN MLAMBUNG ???MAKANY TAHUN INI TAHUN TER GG SEPANJANG MASA SAMPE ANGKA PERNIKAHAN MENURUN PERCERAIAN MENINGKAT.. YA ITULAH EPEK KE UANGAN YANG BNER2 ANJLOK PARAH... PERCUMA BNGUN KOTA MEWAH KALO RAKYATNY SENGSARA APA YANG MUSTI DI NIKMATIN.??"",0";
2023-09-26T09:30:06Z,@pakDe483,Serba salah...konsumen dimana mana ya inginnya ya membeli barang dengan simple mudah murah (karena langsung konsumen ketemu  produsen/pedagang) sementara ke pasar selain jarak waktu kondisi crowded..belum risiko banyak termasuk misal kecopetan..harga mahal bayar parkir dan harus beli makan minum...memang ini berbagi rejeki kepada banyak orang..tapi sudah jadi sifat dasar manusia ingin simple mudah aman nyamqn murah dsb...coba ambil jalan tengahnya agar  masing masing bisa berjalan,0;
"2023-09-26T14:59:11Z,@IbnuNw-hi5rb,""Kyaknya jangan dipukul rata pak/ibu😂, saya lbih milih ketempatnya langsung klo beli barang² yg mahal, lebih bisa di kroscek aja gtu, klo beli online kdang gak sesuai dan mau balikin lgi barangnya ribet lgi prosesnya wkwk😂."",1";
2023-09-27T00:02:49Z,@pakDe483,@@IbnuNw-hi5rb ya makanya sy kan bilang..serba salah,0;
"2023-09-26T09:19:44Z,@aurapermata8195,""Bukan Masalah Offline dan online ,ketika produsen langsung jual ke konsumen..yah pasti hancur jalur distribusi...apalagi harga partai dijual ecer..intinya bukan masalah algoritma dll"",0";
"2023-09-26T14:52:01Z,@IbnuNw-hi5rb,""Algoritma juga sangat berpengaruh sekali pak/ibu, mengerikan sekali itu, mangkanya pemerintah menginginkan untuk di pisah, antara sosial dan commerce."",2";
2023-09-26T09:17:13Z,@tahanannusakambangan,Larang jg FACEBOOK MARKETPLACE pak,0;
"2023-09-26T09:10:13Z,@robimulyana7211,""Online itu memudahkan tapi membunuh banyak usaha kecil, karena minimnya yang keluar rumah...<br>Yang jajan pun jadi sedikit...<br><br>Parahnya lagi yang muncul saat buka aplikasi shopee, tiktok, dll itu yang memakai iklan dengan modal besar"",1";
"2023-09-26T08:58:40Z,@bekasiblis9540,""Meminta menghentikan total e-commerce seperti meminta orang jangan pake handphone, semua kembali pake telpon umum atau telepon rumah saja."",0";
2023-09-26T08:36:06Z,@desiyusnita710,Begitu juga pak. Yang jadi produsen malah jual nya langsung ke konsumen..harusnya mereka ngk boleh berjualan langsung,0;
"2023-09-26T08:25:20Z,@realdemzop6347,""Semua dimulai dari margin, online laku keras karena margin mereka gila gilaan tujuannya traffic bukan profit. Sama halnya dengan tokoped dan shope dahulu buat cari traffic bahkan sampai sekarang tokoped masih rugi puluhan trilyun untuk mempertahankan trafic."",0";
2023-09-26T08:17:49Z,@sulaimanperatamasaja1899,Bukan tik tok aja yg merusak pasar semua yg bisa onlen tetap sepiii,0;
2023-09-26T08:17:49Z,@sulaimanperatamasaja1899,Bukan tik tok aja yg merusak pasar semua yg bisa onlen tetap sepiii,0;
2023-09-26T08:17:49Z,@sulaimanperatamasaja1899,Bukan tik tok aja yg merusak pasar semua yg bisa onlen tetap sepiii,0;
2023-09-26T08:16:57Z,@sarahangelic1140,Keputusan terburuk tidak bisa bersaing sehat,0;
2023-09-26T08:16:51Z,@sulaimanperatamasaja1899,Bukan tik tok aja yg merusak pasar semua yg bisa onlen tetap sepiii,0;
2023-09-26T08:16:48Z,@sulaimanperatamasaja1899,Bukan tik tok aja yg merusak pasar semua yg bisa onlen tetap sepiii,0;
"2023-09-26T08:03:10Z,@sniperelite6091,""Hahahahaa....kakek zeus tertawa mendengar berita ...ini ,dia masih bebas melenggang jalan di sini😂"",0";
"2023-09-26T07:55:37Z,@grosirtasrmbbagstore743,""Akhirnya shopee,lazada,Tokopedia menang...."",0";
2023-09-26T07:55:13Z,@dadangnas3295,pemiskinan usaha rakyat. karena dengan adanya tiktok . mall gulung tikar ini aturan pesanan .,0;
2023-09-26T07:53:32Z,@astutituti3536,Ngakak udah pda bangkrut kli pabrik2 stop produksi.....otomatis nambah pengangguran,0;
2023-09-26T07:51:13Z,@buk4nHoax,Jempol pak mantap. Jagn sampai TDK tereksekusi. Aturan aturan plenggaran tetep jalan percuma saja sklipun di inpreskan,0;
2023-09-26T07:33:05Z,@PerbincanganPublik,Bagi yg jadi affiliator harus punya kartu tanda sebagai karyawan toko jika ingin menjual produk. <br>Karena pihak toko sering merasa dirugikan atas komplain barang dari konsumen yg dijual oleh oknum yg tidak bertanggung jawab dengan mengatasnamakan toko dan brand ternama.,6;
2023-09-26T11:40:10Z,@hesti8764,betul,0;
2023-09-27T00:26:41Z,@SamsungAs-zj2sn,Saya sangat setuju  pedagang onlen ditutup.,0;
2023-09-27T00:37:26Z,@SamsungAs-zj2sn,Idup pak pemerintah.,0;
"2023-09-26T07:20:38Z,@ummiruqayyah,""Namanya perkembangan zaman juga, ada solusi juga untk para pembeli, soalnya banyak konsumen tertolong dg harga miring, apalagi yg jaraknya jauh dr pasar dan kondisi transportasi sulit, online shop/ e-commerce tentu sangat membantu, soalnya ngerasain banget tnggal jauh dr pusat perbelanjaan, yg mana harga2 brg ngeri2 dan kadang udah jauh malah kosong, apalgi susah buat di tawar tanpa diskon dan promo ya, online shop  praktis dong  barang dateng ke rumah harga terjangkau dan hemat tenaga."",4";
2023-09-26T06:23:52Z,@muhamadlatif2489,Masalahnya bukan di tiktok shop yg harus di tutup itu prodak  impor.saya sebagai pedagang sangat terbantu dengan adanya onlen kalo pemerintah berpihak pada umkm larang dong prodak impornya,0;
"2023-09-26T06:04:55Z,@mikuso-iw6gj,""emang sudah layak di tutup, tiktok urusanya ke medsos saja... mau berjualan online sudah ada platform yg resmi seperti tokped, shoppe, lazada dsb , mereka ikut regulasi . tiktok di larang untuk mencegah praktek monopoli. praktik monopoli mematikan usaha yg lain. di amerika saja yg negara kapitalis melarang praktek monopoli, tiktok shop sangat potensial memonopoli perdagangan, karena tiktok mengumpulkan data pengguna medsos nya dan memberi saran barang mana yg bagus berdasarkan data yg dikumpulkan. parahnya lagi barang yg di arah kan punya nya antek2 china daratan sana, produksinya banyak sehingga harga murah lalu nyewa influencer lokal suruh dagang, dahlah indonesia cuman jadi pasar saja, umkm collaps, penggaguran banyak akhirnya kriminalitas tinggi. cukong2 china daratan kenyang, puas mereka. sudah betul tiktok di stop.  ecommerce lain yg punya ijin legal lama2 juga bangkrut klo gitu caranya"",0";
2023-10-01T11:19:27Z,@anapol4704,Sama kayak facebook market palace. Tapi karena buatan amerika ya jadi aman.,0;
2023-09-26T05:58:26Z,@rahmadwijaya8714,karena para konglomerat sedang terusik pasarnya. wkwk<br>kalah saing pemerintahnya di suruh menertibkan pasar,0;
2023-09-26T05:53:29Z,@jtmalanghits2453,aku kerjo opo lur,0;
2023-09-26T05:51:51Z,@primadyfari7054,Keren pak harris,0;
2023-09-26T05:43:15Z,@parahucellatip,Makanya Kurangi kekotaan. Tingkatkan ketuhanansatu kesatuan.manusia adil beradab..jng nunggu di ajab.baru sok cerdik😂berjuang nggak ngaku pejuang😂,0;
2023-09-26T05:41:13Z,@kak_agung,Di e comerce lebih murah murah wkwkk...,0;
2023-09-26T05:40:27Z,@rizkirisandi3812,Paemimpin yg d otaknya hanya mikirin uang suap!!😂😂😂,0;
"2023-09-26T05:38:48Z,@rizkirisandi3812,""Beginilah kalo negara d pimpin oleh  mentri2 yg bodoh. Yg ada d tiktok itu UMKM semua. Otaknya tolong pake woi mnteri tol... !!<br>Yg harus d hapus itu pinjol dan judi online, dSar tol...!!!"",0";
"2023-09-26T05:31:50Z,@ayuwi4751,""Lain dulu sekarang, jadi nyari debat capres 2019<br><br>Oya pak 4.0  digitalisasi pa kabar ?"",0";
2023-09-26T05:30:43Z,@MuhamadSubhan-kv3vq,Tutup juga semua pinjol diindonesia biar indonesia bebas riba,0;
"2023-09-26T05:29:42Z,@CCmix333,""sebenernya bukan masalah ecommersnya pasti nantijuga banyak celah dari peraturan baru ini, kec,mentri perdagangan terkait, bekerja sama dengan paguyuban penjual barang dan jasa serta aparat dan pers blogger membuat aplikasi terupdate tentang standar penjualan barang dan jasa untuk offline dan online contoh untuk kaos 1 warna Rp.25.000 untuk offline dan online itu sudah standar terendah regulasi pemerintah terupdate bila ada dibawah itu custemer, viewer dan blogger bekerjasama dengan paguyuban dan aparat bisa memproses secara hukum yang berlaku di indonesia...kan menjadi keuntungan buat negara menambah lapangan pekerjaan...muda mudi yang memblogger dan mencari modus kriminal...."",0";
2023-09-26T05:25:59Z,@tarumanagara9095,e commece mesti kena pajak besar supaya offline bs bersaing,0;
2023-09-26T06:23:57Z,@otwhealing2328,Benar bos.. Kita g tahu apa e-commerce pernah bayar pajak apa g? Sama pihak ekspedisi nya juga pernah bayar pajak apa g ya... Satahu saya setiap penjualan di Shopee ada administrasi nya 7 sampai 8 persen,0;
"2023-09-26T05:22:25Z,@agarachannel8076,""pedagang offline sering menipu harga,,harusnya ada sanksi bagi yang menipu harga.saya beberapakali tertipu harga"",3";
"2023-09-26T05:19:06Z,@Mata344,""Judi online,dan pinjol marak.😅"",0";
2023-09-26T05:18:49Z,@alifahkss514,Bener pak sejak ada shop tiktok saya sebagai pedagang di psar.  Hancur buat makan j  sulit,0;
"2023-09-26T17:04:28Z,@tyarasahirar8264,""Tapi semenjak ada tiktok shop saya yg menganggur jadi bisa makan,semoga pemerintah bisa memutuskan dengan seadil adilnya .karena tiktok shop banyak membantu juga,dan saya asli org indonesia bukan china atau tiongkok."",0";
2023-09-26T05:10:09Z,@wdee16,Persaingan kartel duo poli si ijo dan si merah meng hantam tiktok,0;
2023-09-26T04:58:11Z,@adityaannas2626,Sebagai pedanggang tanpa sewa lapak saya terbantu dg tiktok shop. Dengan modal minim mulai jalan lancar Alhamdulillah. Eh mulai di persulit lagi. Kimak mmg,1;
"2023-09-26T04:54:39Z,@xandriaofficial5101,""Pemerintah jgn terlalu mikirkan pelaku usaha atau umkm, tapi harus ingat para konsumen yg miskin lagi pula para pedagang online mau maju ahirnya tidak bisa maju klu banyak aturan lagi pula para pedagang online tidak ada pelanggaran apa-apa...."",3";
"2023-09-26T06:43:30Z,@ijestambun5210,""Pedagang online lokal mmg harusny ga masalah, yang jadi masalah barang import yg dijual ga masuk akal bg ."",1";
2023-09-26T07:57:40Z,@muklisalisyahab9580,Rupiah anjlok karena arus impor ga dibendung,2;
2023-09-26T04:48:20Z,@xandriaofficial5101,Dulu didukung sekarang dilarang...,0;
2023-09-26T12:55:19Z,@haniecya7430,Betul cuman bagi yang tidak punya waktu banyak  online sangat membantu apalagi bagi orang yang gak bisa nawar dipasar kadang pedagang ngasi  harga  gila gilaan,0;
"2023-09-26T17:15:17Z,@tyarasahirar8264,""Tidak semuanya harus belanja online,justru dengan belanja online kita dipastikan sehat,bukannya dulu waktu pandemi kita harus di rumah aja,jauh dri virus covid19...kalo belanja offline contoh ke pasar pasar riskan dengan kecopetan,biaya parkir,pelecehan,antri,intinya kita harus mengikuti zaman di era digital jgn smpe ketinggalan"",0";
"2023-09-26T04:24:14Z,@DaiLoo888,""Tiktok ditutup, pedangang tanah abang tambah kaya2 😂😂, umkm kecil afiliator kehilangan pekerjaan 😂😂😂, rampok di mana2😂😂 emak2 ngeluh barang jadi mahal karena ga bs belanja online, emak2 nangis kehilangan pekerjaan. Pemerintah salah jalan ini sudahan."",9";
2023-09-26T06:22:48Z,@Wagiso-us2yn,Betul.  Klo di tanah abang yang kaya hnya segelintir yg kaya..,0;
"2023-09-26T07:06:36Z,@Velotama,""Bukan di tutup, tiktok shop tetap ada hnya saja di pisahkan antara media sosial dan commerce nya"",1";
"2023-09-26T11:34:27Z,@StereotypedMe_,""Salah jalan gmn, bener lah dibatasi 😅"",0";
"2023-09-26T12:17:22Z,@DaiLoo888,""@@StereotypedMe_ you coba mikir lah, produsen di indonesia ini buat produk semau2nya, barang jelek masih diturunin kualitasnya, setelah itu ambil margin sebesar2nya, kasihan konsumen di bohongi abis2 an, selisih untung buat UMKM kecil ga nutut buat afiliasi atau jual kembali, bagaimana pemikiran anda🤣"",0";
2023-09-26T15:02:27Z,@IbnuNw-hi5rb,​@@DaiLoo888jadi menurut anda lebih baik produsen aseng seperti itu?,1;
2023-09-26T04:18:27Z,@FeryYudhaB,ga kembali ke jaman purba aja sekalian 😂,1;
2023-09-26T04:17:42Z,@saipulsaipul2501,Mentrinya nggak peka akan dampak medsos kedepan dlm mengantisipasi pasar dan UMKM,0;
"2023-09-26T04:16:55Z,@queenstore9137,""Grabfood goofood juga pa larang. 😂pedagang kecil sepi. Ini daya beli masyarakat rendah malah nyalahin tiktok😂 ngabodor sia. Duit 100.000 geus eweuh artina ayeunateh ulah saria, naekeun pajak gaji angger. Ari saria baroga otak teu marimpinteh. 😂 Ngagaji tenaga kuli asing bisa gede rakyatna padu mahi jeung lelebok bae. Bensin mahal. 😂 Malaj nyubsidi mobil listrik. Kacida pinterna. Artina subsidi naon cik😂"",0";
2023-09-26T04:15:18Z,@tegarpangestu4614,Bangt bangt nusantara.,0;
2023-09-26T04:12:42Z,@karaokeaskasik,sekalian internet dimatikan aja,0;
2023-09-26T04:05:24Z,@tegarpangestu4614,Yg tr baik unk kita jgga,0;
"2023-09-26T03:48:46Z,@novgoznoval3492,""Jika niatnya adalah proteksi pasar dlm negeri, boleh lah... duit masuk dikantong sendiri, gak nguap keluar. Bokap nyokap lu bs dagang lagi.. Lo bs sekolah"",0";
2023-09-26T03:48:31Z,@handayaniani3255,tanah abang masih pasar besar...dikampung²pun tk ada pengunjung pasar² nya.,0;
"2023-09-26T03:37:03Z,@CuriousDog777,""Lalamove dan Gosend juga mesti ditutup , banyak kurir kantor di PHK gegara biaya pengiriman murah.."",1";
"2023-09-26T03:36:21Z,@salvatorecassanova,""yg di larang cman tiktok😂 ya sama aja bohong, wong justru shope yg penjualan nya terbesar kok, kalau mau kembali menghidupkan retail ya itu semua market place online di larang, apa lagi aplikasi yg suka bakarin duit dari free ongkir sampe diskon 15%😂"",3";
"2023-10-01T11:18:45Z,@anapol4704,""Betul, shoope dah lama njiplak produk umkm dan dijual dibawah harga jual umkm, predatory pricing nya dah lama, mereka juga bikin bank sendiri,"",0";
"2023-09-26T11:32:35Z,@StereotypedMe_,""Sulit kalau itu, kalau mau aturan khusus dari pemerintah platform seperti traveloka tidak boleh langsung ke hotel tapi lewat kantor travel"",0";
"2023-09-26T11:36:43Z,@CuriousDog777,""@@StereotypedMe_ <br><br>Lah , kan sama sulitnya dengan berbelanja di Tanah Abang , panas , macet , kotor , parkir ,kirim barang sendiri.."",0";
"2023-09-26T03:20:21Z,@HonjeTech,""Yg gw heran, emg ada banyak ya org masih beli ke pasar desak2an di tahun 2023? Apalagi jakarta"",0";
2023-09-26T03:13:19Z,@krispo7900,Matikan aja sekalian internet😂😢😮,0;
"2023-09-26T03:48:55Z,@Boediprasetya,""Disini produksi mahal, buruhnya suka demo, perusahaan di palak ormas"",0";
2023-09-26T03:00:46Z,@rudihartono4105,Pedagang harus bayar uang sewa tempat.karyawan iuran bulanan jatah preman ongkos produksi dll. Pasti kalah harga dari barang import .,9;
2023-09-26T03:00:42Z,@user-vh4nj2rm6v,Shopee lazada pasti rame lgi,0;
2023-09-26T03:34:39Z,@CuriousDog777,pasar tanah abang tetap sepi,0;
"2023-09-26T02:59:32Z,@blakergaming8833,""apalagi ini ,, ??? kenapa gak di alihkan umkm ke e-dagang ???? jaman sudah berubah bro"",0";
